,lwe_thickness,total_thickness_of_water_storage
2013-08-31,,-3.770615406525394
2013-09-30,,-6.006760426056644
2013-10-31,-4.374436964485084,-6.025376148712894
2013-11-30,-0.2900173287473334,-2.345505543244144
2013-12-31,0.8114152721814458,0.8141013903496059
2014-01-31,2.8515363852643785,4.089430980193356
2014-02-28,,7.980849437224606
2014-03-31,4.905364719851671,7.631728343474606
2014-04-30,5.563176772084441,5.442641429412106
2014-05-31,2.039496415655998,1.105483226287106
2014-06-30,-0.596498308613963,-2.114609547150394
2014-07-31,,-4.210190601837894
2014-08-31,-3.9043684893164783,-6.373947926056644
2014-09-30,-6.205354342871406,-6.805588551056644
2014-10-31,-1.4509968954835168,-6.340805836212894
2014-11-30,-0.10337592074385477,-4.071701832306644
2014-12-31,,3.969069652068356
2015-01-31,0.362999670784136,4.490859202849606
2015-02-28,4.485669257599841,9.024428538787106
2015-03-31,7.77606694485955,11.006606273162106
2015-04-30,2.908149579751096,8.137038402068356
2015-05-31,,1.576613597380856
2015-06-30,,-2.365158863556644
2015-07-31,-5.29548531222544,-7.128708668244144
2015-08-31,-5.969305968333147,-7.601853199494144
2015-09-30,-6.5170990351147395,-7.527451344025394
2015-10-31,,-7.072312183869144
2015-11-30,,-4.149826832306644
2015-12-31,-4.604179364245075,-4.228073902619144
2016-01-31,-0.260963041387054,-1.245041676056644
2016-02-29,4.1823010746698746,1.736159495818356
2016-03-31,5.1357651193362575,6.770827464568356
2016-04-30,,7.266249827849606
2016-05-31,3.8634690494469774,3.889174632537106
2016-06-30,1.9363646183813714,-1.234726734650394
2016-07-31,-1.8939149253071756,-5.477463551056644
2016-08-31,-4.442536047327407,-8.532334156525394
2016-09-30,,-9.344162769806644
2016-10-31,,-8.563767261994144
2016-11-30,-1.411794691110524,-4.104294605744144
2016-12-31,-0.3786428285200593,0.7387229723808559
2017-01-31,-5.3526032459235635,1.888075999724606
2017-02-28,,6.123671702849606
2017-03-31,-4.7985792511952425,5.636122874724606
2017-04-30,-6.50042217566917,1.249282054412106
2017-05-31,-3.9426347511102278,-3.052719898712894
2017-06-30,-5.868277077936071,-6.075180836212894
2017-07-31,,-8.670334644806644
2017-08-31,,-10.043320484650394
2017-09-30,,-10.293198414337894
2017-10-31,,-10.273117847931644
2017-11-30,,-9.431320972931644
2017-12-31,,-7.064865894806644
2018-01-31,,-1.712998219025394
2018-02-28,,2.830886058318356
2018-03-31,,7.520583323943356
2018-04-30,,11.249221019255856
2018-05-31,,8.010634593474606
2018-06-30,4.325711690391679,6.622634105193356
2018-07-31,3.2838484019970156,-0.07640153933789406
2018-08-31,,-4.090439625275394
2018-09-30,,-6.040634937775394
2018-10-31,-8.900347036513034,-4.327500172150394
2018-11-30,-3.731947525089535,2.938491038787106
2018-12-31,2.319102867555973,4.863906077849606
2019-01-31,2.0938051848292236,4.537856273162106
2019-02-28,-0.16891880197496195,7.462966136443356
2019-03-31,-3.9035387248103803,2.738722972380856
2019-04-30,-4.228132636416657,1.086684398162106
2019-05-31,-1.688122038906126,-1.097397633087894
2019-06-30,-3.5221050887627223,-4.672165699494144
2019-07-31,-7.3517971528587465,-7.672409840119144
2019-08-31,-10.228348029841452,-8.882920094025394
2019-09-30,-14.495866460882022,-9.600815601837894
2019-10-31,-12.348950102350283,-8.259873219025394
2019-11-30,-2.818461893137527,-1.928574390900394
2019-12-31,3.816207853703914,4.552321605193356
