,lwe_thickness,total_thickness_of_water_storage
2014-06-30,-0.596498308613963,-4.76759776849849
2014-07-31,,-5.59975108881099
2014-08-31,-3.9043684893164783,-7.11598644037349
2014-09-30,-6.205354342871406,-6.86488780756099
2014-10-31,-1.4509968954835168,-5.41444835443599
2014-11-30,-0.10337592074385477,-2.91725597162349
2014-12-31,,3.62351551275151
2015-01-31,0.362999670784136,2.53940906743901
2015-02-28,4.485669257599841,4.82200184087651
2015-03-31,7.77606694485955,4.80381336431401
2015-04-30,2.908149579751096,2.56174793462651
2015-05-31,,-2.58253917474849
2015-06-30,,-3.02699718256099
2015-07-31,-5.29548531222544,-6.16310558099849
2015-08-31,-5.969305968333147,-5.11916026849849
2015-09-30,-6.5170990351147395,-6.31154308099849
2015-10-31,,-6.75221690912349
2015-11-30,,-3.21852550287349
2015-12-31,-4.604179364245075,-3.34291515131099
